"CDR017-DIL"	"CDR025"	"CDR021"	"CDR029-DIL"	"CDR022"	"CDR018"	"CDR026-DIL"	"CDR030-DIL"	"CDR031-DIL"	"CDR023"	"CDR027-DIL"	"CDR019"	"CDR020"	"CDR028-DIL"	"CDR032-DIL"	"CDR024"
"ILMN_1229643"	246.82248125	271.464275	336.565875	347.0615875	227.935725	262.349275	261.992325	338.97425625	290.00418125	342.21289375	293.25979375	339.82898125	257.7532375	264.726425	323.31540625	358.75925625
"ILMN_1226183"	293.88715625	353.18153125	333.84525	411.14406875	305.2121375	334.29151875	344.74945	408.96751875	324.6985	346.77544375	297.00449375	404.8501	292.0677	346.44023125	387.19616875	358.12875
"ILMN_1259252"	177.462375	217.5735625	219.02440625	179.94566875	200.56753125	237.218225	193.79353125	237.218225	208.5434125	234.25645625	164.9723375	194.2811375	209.5458	287.1888875	241.17445	270.64926875
"ILMN_2666669"	177.12665625	172.96285	174.6232625	162.2762625	186.1810125	146.0836625	187.2342375	149.091075	151.87925625	208.31810625	150.37110625	175.81434375	199.29734375	184.6136125	163.14453125	161.25703125
"ILMN_3107156"	3216.1718125	3107.309875	3401.315375	3937.3581875	2961.6290625	3061.8775625	3128.8241875	3543.0768125	3796.905625	3188.1453125	3513.9283125	3294.2288125	2754.4678125	3469.855625	3676.100625	2705.3735625
"ILMN_1234773"	150.57566875	147.652575	132.4452375	136.9274375	128.4515375	149.091075	130.28859375	139.571175	139.43243125	120.495390625	157.4278125	128.1820625	126.21285	153.15165	133.495475	149.55910625
"ILMN_2657175"	8847.706625	8388.05225	7943.6365	7507.8775625	7798.0423125	8300.5935625	8237.6955	7200.2993125	8150.200625	8666.6628125	8666.6628125	8548.0080625	9126.596	8948.2579375	8948.2579375	9511.48625
"ILMN_1241171"	3486.6504375	3874.252375	3738.920875	3761.2193125	3128.8241875	3428.1263125	3832.903375	3306.58425	3937.3581875	3968.61275	4158.0104375	3416.61325	3388.5791875	3294.2288125	3725.17475	4729.1003125
"ILMN_3135781"	2190.5333125	2439.68675	2133.6043125	2331.606375	2112.686125	2046.6180625	2777.01275	2007.2110625	2433.1056875	2418.3295	2446.180375	2166.2265	2319.68575	2517.37275	2506.3018125	2713.513
"ILMN_2935012"	157.61219375	189.77638125	151.3138125	135.04935625	176.03235625	186.1810125	175.81434375	155.40856875	177.3205375	177.786475	158.6116875	175.38233125	181.06749375	173.5161375	177.462375	182.34723125
"ILMN_2680142"	4364.1930625	4864.437875	4218.05075	3890.9494375	4553.349	4445.070125	4926.7780625	3968.61275	3676.100625	4605.5571875	4879.8963125	4089.44975	4430.0370625	4364.1930625	4009.490375	4645.4514375
"ILMN_2878060"	4744.4376875	4879.8963125	4334.681	4973.2094375	3937.3581875	4321.2529375	4419.230375	5283.5250625	4823.556375	4186.928375	4904.36175	5097.3593125	4986.7503125	4841.1090625	5467.5040625	3948.7111875
"ILMN_2625920"	1318.56764375	1603.8749375	1249.08265625	1145.2287125	949.26629375	1415.3043625	1354.34208125	1222.9821	1327.62036875	1458.951875	1667.1086875	1508.6094375	1415.3043625	1528.8106875	1432.3960625	1479.4730625
"ILMN_2632778"	155.12285	154.898	178.0684875	160.51105	211.085175	181.2290125	156.6076	201.61073125	178.395625	137.9687625	175.38233125	165.550775	181.81199375	154.01814375	175.5692	175.06481875
"ILMN_3007898"	1125.43935625	1186.45541875	1321.35028125	1314.895575	980.09125	1114.94431875	931.23015625	1128.37155625	1051.49076875	1072.09820625	1077.78473125	1099.7499	1032.07013125	903.69043125	1030.10514375	1103.4479
"ILMN_1254253"	1557.4691875	1445.528	1627.8435625	1411.4146	1505.664625	1598.1508125	1346.2142	1606.1010625	1518.4934375	1527.3249375	1432.3960625	1432.3960625	1541.3610625	1426.4050625	1408.44643125	1518.4934375
"ILMN_2679131"	110.19512625	147.3033375	129.08156875	126.1241625	121.382654375	132.92771875	144.40739375	132.34635	168.1026125	118.285725	136.5366125	104.361535625	135.57924375	126.048375	130.5351625	127.073225
"ILMN_1244906"	3917.42275	4218.05075	3902.69575	3259.195875	3658.6510625	4218.05075	4430.0370625	2930.197	3343.441125	3486.6504375	3416.61325	4765.8735	4351.897875	3357.9559375	3136.9086875	4107.2114375
"ILMN_2745354"	197.4835875	179.18690625	185.99401875	216.5864875	211.59015625	210.68221875	250.43120625	191.55401875	197.674625	218.7987625	221.4735125	202.4345375	221.72159375	201.84556875	181.2290125	191.0212875
"ILMN_3071104"	767.94165	889.52394375	907.256775	777.27234375	827.55881875	788.9523625	910.59219375	702.784375	787.04511875	889.52394375	803.67116875	938.45773125	859.087225	825.71355625	704.218775	903.69043125
"ILMN_2669146"	500.0371625	571.902025	553.2030125	605.90225	461.68015625	535.41675	504.200175	625.61735625	599.761	575.726775	555.8922625	518.84098125	518.84098125	624.3748875	630.12605	487.7655125
"ILMN_2935734"	122.81610625	111.53039	106.4764675	165.550775	91.389175	119.441101875	116.218871875	134.1805125	166.962625	122.7431125	153.6196125	104.11592875	110.456805	159.54588125	143.192725	98.146853125
"ILMN_2984647"	1685.458625	1618.8371875	1567.026875	1310.47486875	1901.829125	1674.5379375	1780.0900625	1385.86663125	1551.11575	1575.5840625	1472.9005	1553.8566875	1993.1465	1463.571375	1495.3311875	1794.4246875
"ILMN_2634108"	294.35015	318.90009375	319.967375	281.61061875	385.17415	293.88715625	307.8985375	269.9456875	302.349125	337.05235	300.2887625	264.726425	328.66174375	358.75925625	278.920525	319.46595
"ILMN_1215903"	248.77758125	220.5396375	193.79353125	240.5617625	283.2316625	235.7126625	229.4819375	211.59015625	203.19638125	223.05815	233.603175	220.2211625	213.37485	228.78979375	214.4501625	245.44033125
"ILMN_2748777"	405.55344375	308.46138125	350.04360625	338.97425625	351.802	339.82898125	294.35015	368.29223125	320.32921875	330.808375	307.8985375	336.03175625	366.8555625	341.75748125	338.59659375	383.61483125
"ILMN_3143246"	297.28149375	323.31540625	311.85809375	303.06303125	312.47725625	296.62184375	336.565875	297.918925	308.46138125	297.28149375	346.77544375	318.52400625	345.94235	336.565875	342.21289375	302.8226125
"ILMN_2604688"	266.81874375	240.74000625	227.09825	257.7532375	282.44331875	268.086125	266.33793125	209.34676875	272.65581875	269.7045375	284.51064375	250.11290625	279.92881875	266.33793125	259.99785	231.864125
"ILMN_1237891"	708.58986875	808.31851875	792.59404375	720.15905625	674.1961875	805.34804375	816.41575	753.616675	747.50439375	702.784375	811.5633125	714.822675	935.4101625	775.5117	681.76365625	689.13815625
"ILMN_3147944"	880.51689375	903.69043125	910.59219375	1151.0470375	898.15866875	832.51063125	1070.6493875	1077.78473125	1082.82698125	793.70504375	1168.38758125	1019.3040625	1019.3040625	996.23235625	1136.6648125	805.34804375
"ILMN_1252951"	175.5692	199.49650625	211.83433125	236.796525	190.13030625	155.25068125	186.8385125	228.589075	174.6232625	200.56753125	187.2342375	174.89948125	169.13246875	212.3307375	218.28855	169.3054875
"ILMN_1259631"	159.40914375	189.3455875	141.217025	168.1026125	159.8800125	149.55910625	160.0477875	155.55105625	160.77870625	150.57566875	157.85396875	154.25715625	168.26489375	191.1885875	181.34725625	136.2780625
"ILMN_2711007"	174.34795	182.34723125	223.75849375	261.992325	201.05835625	191.0212875	189.3455875	217.17126875	225.5053	189.1305	204.77735625	189.3455875	220.2211625	216.21751875	242.38804375	177.12665625
"ILMN_1227300"	3259.195875	3128.8241875	3500.7405	3270.1041875	3204.330125	3097.4584375	3169.1403125	3136.9086875	3280.8254375	3157.8791875	2912.180875	3543.0768125	3070.3590625	3169.1403125	3270.1041875	3010.3569375
"ILMN_2762255"	3010.3569375	3513.9283125	3053.95425	3368.0494375	3513.9283125	3248.3035625	3033.5199375	3248.3035625	3368.0494375	3538.4080625	2876.7545	3070.3590625	3226.965	2898.0708125	3306.58425	3584.8085
"ILMN_2911283"	252.718175	216.43915625	221.72159375	230.9218	252.9415	264.726425	284.51064375	260.3836875	259.99785	240.5617625	247.56793125	265.66158125	242.38804375	203.35528125	211.32431875	265.3193125
"ILMN_1212941"	1579.5619375	1472.9005	1527.3249375	1622.054	1836.439375	1489.162	1531.424875	1536.2146875	1643.147375	1518.4934375	1426.4050625	1712.9796875	1560.761875	1572.2295625	1582.8948125	1575.5840625
"ILMN_1236150"	221.4735125	220.2211625	262.349275	237.89168125	254.39213125	228.78979375	240.981925	194.1203625	225.30408125	209.11500625	189.8980875	204.0442375	217.78400625	218.28855	217.5735625	235.1268
"ILMN_2610861"	275.6885125	264.91688125	321.374625	241.81903125	318.90009375	281.61061875	256.12818125	234.25645625	227.09825	273.6787	235.4533375	230.9218	243.5153	257.03089375	250.96471875	242.68321875
"ILMN_2953301"	1210.36091875	1310.47486875	949.26629375	1125.43935625	850.88728125	1229.01768125	1415.3043625	1215.14716875	1183.43249375	1077.78473125	1291.7907625	1178.06565	1479.4730625	1321.35028125	1145.2287125	1045.07010625
"ILMN_2454307"	242.98343125	243.81895	233.07575625	205.752275	198.0223	223.75849375	250.11290625	219.262125	203.87181875	252.41470625	239.43034375	247.3329875	203.87181875	228.20060625	207.070475	206.3916875
"ILMN_2912598"	239.43034375	259.10086875	252.9415	238.45175625	283.7978875	275.1821875	247.89775	267.13753125	247.3329875	264.726425	260.3836875	256.12818125	264.726425	213.214425	236.042125	287.1888875
"ILMN_2922544"	165.9051	175.38233125	162.56773125	163.3029625	196.94810625	175.81434375	170.59660625	179.78310625	168.26489375	157.85396875	159.03290625	157.0106375	173.36885	170.08375625	144.40739375	173.36885
"ILMN_1244074"	595.30204375	519.3563625	578.90990625	566.9478125	644.6966625	534.0548125	554.1605625	562.3249125	571.902025	579.673675	602.364075	680.34566875	569.26025	588.19000625	521.22874375	592.887675
"ILMN_2599667"	126.27369375	140.33279375	137.01285	131.59916875	125.55423125	115.2694675	103.112948125	130.47956875	126.40724375	116.786333125	115.917260625	116.632200625	128.10186875	145.052675	133.29675	132.6169625
"ILMN_2805071"	8751.5815	8150.200625	8666.6628125	9126.596	8548.0080625	8150.200625	7980.7325625	9126.596	9175.445125	8237.6955	8548.0080625	7943.6365	7156.718625	8847.706625	9126.596	6927.059125
"ILMN_3143577"	430.2709875	433.3673375	444.7976625	441.69970625	399.33398125	408.38614375	418.747925	431.70553125	437.728075	479.1273375	353.69961875	472.5667625	461.68015625	342.73308125	447.21463125	525.1207875
"ILMN_2660110"	1445.528	1692.298875	1318.56764375	1426.4050625	1354.34208125	1579.5619375	1606.1010625	1405.81893125	1458.951875	1340.98901875	1705.8923125	1638.7200625	1797.0263125	1677.8181875	1677.8181875	1265.327025
"ILMN_2623591"	3543.0768125	3306.58425	2768.0050625	3136.9086875	2989.498	3147.1090625	3584.8085	2641.2374375	2777.01275	2685.290625	3658.6510625	3280.8254375	3457.957875	4334.681	2972.661125	2259.2845625
"ILMN_2850450"	1229.01768125	1072.09820625	1303.7116	1692.298875	1348.9208375	1338.7863	1021.6953125	1692.298875	1670.214625	1390.10550625	1281.13715625	1241.1790375	1249.08265625	1019.3040625	1632.5483125	1050.24421875
"ILMN_1223271"	132.85836875	145.29385625	161.41156875	119.077958125	164.6086125	147.8332625	180.31404375	131.59916875	115.550273125	141.65965625	132.75633125	178.0684875	159.54588125	124.8635375	136.9274375	146.84636875
"ILMN_2655204"	177.67216875	193.043575	159.54588125	185.99401875	162.56773125	181.34725625	196.21144375	172.01880625	183.4160875	203.7036375	188.71925625	199.73144375	221.4735125	158.9071625	212.7093	186.52754375
"ILMN_1250816"	4623.8029375	4158.0104375	4879.8963125	4605.5571875	5838.7989375	4645.4514375	4492.6698125	4744.4376875	4379.1074375	5010.6171875	4351.897875	4186.928375	4419.230375	4553.349	4523.228	5065.319625
"ILMN_2918114"	207.61158125	239.43034375	219.72244375	218.7987625	281.61061875	246.82248125	223.75849375	196.4535	161.63675625	231.52921875	164.420575	237.218225	203.53366875	188.35061875	190.33600625	221.4735125
"ILMN_2776952"	925.6917125	785.1105625	915.080925	916.6208875	1014.6866125	876.73246875	825.71355625	837.33126875	757.63383125	996.23235625	754.67213125	891.9621375	944.844025	748.7588125	893.52561875	974.65268125
"ILMN_1222865"	763.20979375	679.33685625	809.6915375	674.1961875	859.087225	754.67213125	805.34804375	808.31851875	715.899675	829.13074375	466.54915	576.9724625	625.61735625	704.218775	754.67213125	657.20195625
"ILMN_2667100"	3500.7405	3270.1041875	3612.062	3612.062	3627.76525	3357.9559375	3061.8775625	3714.1604375	3388.5791875	3948.7111875	3388.5791875	3157.8791875	3416.61325	3070.3590625	3688.003875	3513.9283125
"ILMN_2663570"	1949.178875	1977.7008125	2139.582875	1996.4138125	2062.787125	2091.78225	1986.81125	2302.7791875	2354.48075	1977.7008125	2202.8358125	2041.4144375	2057.710125	2247.425625	2247.425625	1955.9444375
"ILMN_2620574"	1836.439375	1794.4246875	1736.0078125	2139.582875	1508.6094375	1901.829125	1847.5744375	1977.7008125	2166.2265	1560.761875	2037.483125	1803.9235625	2002.9741875	2084.294625	2255.1854375	1764.57425
"ILMN_2651781"	852.04090625	850.88728125	1068.8899	898.15866875	924.120075	893.52561875	808.31851875	1019.3040625	817.69208125	853.388	780.13395	932.8508625	833.79806875	893.52561875	859.087225	875.69781875
"ILMN_1240472"	214.4501625	208.5434125	240.74000625	209.84545	231.2587625	194.500175	180.77294375	214.70516875	170.08375625	157.26195625	207.070475	213.37485	182.08051875	226.0252	167.144325	199.73144375
"ILMN_2601710"	188.54851875	184.41938125	141.99598125	155.25068125	191.1885875	178.953525	197.24515625	170.34245625	169.13246875	169.13246875	200.8762	160.51105	141.99598125	197.24515625	149.98421875	161.41156875
"ILMN_1246724"	151.399775	140.1623375	157.0106375	164.784175	146.50975625	151.2095	157.1186375	184.16316875	179.535125	135.4736125	172.01880625	135.18933125	166.07181875	200.56753125	189.54376875	139.74475
"ILMN_2799945"	560.39495	663.6307	474.41370625	544.1691625	420.2250875	575.726775	541.17865	722.7396	586.2167	431.14796875	500.9488875	522.952875	407.921325	636.37033125	546.9559125	551.37678125
"ILMN_1244908"	1722.9694375	1739.1569375	1186.45541875	1524.771125	1636.542625	1797.0263125	1739.1569375	1590.64425	1590.64425	1662.9405	1743.4195	1479.4730625	1808.7046875	1784.87	1618.8371875	1598.1508125
"ILMN_1234781"	943.31915	953.7593875	924.120075	1156.8387125	925.6917125	1036.73783125	1074.1825625	1291.7907625	1085.91533125	879.30458125	995.0393375	905.71059375	978.18965625	1113.83363125	1154.7735125	1112.35626875
"ILMN_2983714"	146.0836625	134.3388875	122.399984375	134.3388875	154.01814375	130.96285	137.7085625	136.433125	137.25285	138.648125	120.016961875	135.4736125	133.10364375	129.316175	148.6497	155.40856875
"ILMN_1216689"	12961.611375	14392.26875	14973.883125	12601.4119375	14639.404375	14392.26875	12961.611375	12601.4119375	11733.567375	15936.1675	11435.2999375	15117.95875	15117.95875	10765.566375	12136.5934375	15645.155625
"ILMN_2997923"	2997.8144375	2961.6290625	3070.3590625	2961.6290625	4009.490375	3157.8791875	2972.661125	3053.95425	2754.4678125	3216.1718125	3010.3569375	3188.1453125	3147.1090625	2674.5666875	2884.703625	3169.1403125
"ILMN_1247156"	369.03061875	147.16050625	134.4111125	127.81891875	158.36090625	158.1595375	129.66274375	128.973025	133.67243125	129.8673875	139.1651375	132.5155125	141.0830875	128.10186875	129.4622	128.3261875
"ILMN_1257631"	213.214425	223.05815	237.218225	233.35624375	241.6497	247.3329875	210.0105125	216.43915625	255.85755625	242.98343125	220.2211625	245.65989375	229.4819375	200.69875625	195.57435625	231.2587625
"ILMN_2880540"	133.592925	145.88445	144.5738125	138.4033875	138.84401875	131.514275	118.8443075	112.69401375	127.56598125	145.48405	124.79509375	156.6076	112.623793125	123.14139375	115.68587625	136.03915625
"ILMN_2647820"	115.161709375	110.3359825	100.12275375	100.602876875	129.57466875	110.621724375	123.59584375	124.3636875	121.382654375	121.979066875	111.42138375	119.077958125	140.1623375	124.56819375	117.501056875	111.110415625
"ILMN_2668927"	256.39871875	246.03025	189.1305	176.6034375	250.96471875	263.46951875	251.70985625	210.68221875	260.77003125	186.96800625	241.6497	234.25645625	272.1875125	263.842925	176.03235625	216.0453
"ILMN_1216042"	1128.37155625	1126.4124125	1087.3466875	1003.6911625	1423.8325	1445.528	1479.4730625	1016.3591125	1043.453	1180.604725	1107.67528125	1297.6508375	1143.343875	1093.46354375	1077.78473125	1258.5084875
"ILMN_2916782"	126.3300625	111.862495625	119.820021875	135.18933125	131.36425	112.00672375	106.718800625	135.9188125	141.0830875	147.3033375	118.47405375	120.242454375	139.1651375	136.65300625	134.7069375	168.80345
"ILMN_2597532"	2370.272375	2409.938125	2482.9536875	2997.8144375	2173.1679375	2399.2875625	2216.556375	2586.7810625	3070.3590625	2489.4524375	2526.8005	2461.7744375	2697.970125	2593.8493125	2685.290625	2754.4678125
"ILMN_2955356"	4054.2248125	4186.928375	4351.897875	4334.681	4218.05075	4054.2248125	3738.920875	4038.2773125	3890.9494375	4158.0104375	4379.1074375	4534.1989375	3598.82025	4236.6	4068.588375	3992.3678125
"ILMN_2955362"	429.70605625	435.0936125	539.6588	567.74780625	493.6619875	526.9879125	488.4622375	744.6064125	585.5234625	453.2523375	436.54803125	628.72353125	454.8536125	507.13303125	616.66825	692.751325
"ILMN_1241606"	4026.5495625	4026.5495625	4534.1989375	4158.0104375	4054.2248125	3874.252375	3968.61275	4186.928375	4169.9660625	4321.2529375	3781.0464375	4038.2773125	3714.1604375	4038.2773125	4141.8938125	3500.7405
"ILMN_2724868"	1881.095125	1803.9235625	1749.6379375	1915.526625	1606.1010625	1924.92825	1803.9235625	1764.57425	1949.178875	1788.49725	2041.4144375	1963.29175	2126.100375	2216.556375	2062.787125	1603.8749375
"ILMN_1259798"	775.5117	795.77954375	781.69595	901.21771875	697.83648125	726.5232875	707.5388	951.3225875	846.94178125	809.6915375	874.18005625	788.10545	705.98616875	777.27234375	837.33126875	803.67116875
"ILMN_2630946"	1775.1008125	1524.771125	1397.06798125	1606.1010625	1667.1086875	1601.1688125	1840.8434375	1460.8476875	1622.054	1674.5379375	1808.7046875	1385.86663125	1881.095125	1829.01725	1646.2829375	1551.11575
"ILMN_2675681"	263.842925	250.43120625	261.22823125	233.07575625	324.21904375	239.21446875	273.6787	247.56793125	231.2587625	259.42550625	226.8536625	202.7597125	234.25645625	193.48036875	278.0741625	240.74000625
"ILMN_2619307"	346.44023125	316.24873125	329.82200625	348.8210375	306.5607625	370.0059125	353.18153125	357.60513125	339.82898125	306.98319375	311.04834375	306.98319375	322.47270625	308.46138125	311.4795	323.31540625
"ILMN_2756486"	17329.62125	20238.77625	23517.495625	25675.50375	23047.061875	20238.77625	18584.881875	24753.2475	27225.3225	23517.495625	19059.6	19420.533125	19933.958125	21373.914375	23517.495625	22392.400625
"ILMN_2980663"	2556.7989375	3204.330125	3294.2288125	4351.897875	3216.1718125	3343.441125	3107.309875	4445.070125	4351.897875	3658.6510625	3226.965	3033.5199375	3169.1403125	3832.903375	4430.0370625	3738.920875
"ILMN_2980661"	8300.5935625	8452.9129375	10165.8596875	11098.6981875	9263.605375	9126.596	8666.6628125	11733.567375	11274.7985625	9839.07575	9175.445125	8047.471875	8751.5815	9673.0278125	11009.9565	9673.0278125
"ILMN_1225901"	114.4196525	117.95385375	104.781284375	111.110415625	108.741045	125.63270625	101.432425625	122.201485625	120.312873125	133.67243125	108.0135675	104.691335625	116.579599375	98.035303125	102.2456525	127.37516875
"ILMN_2794276"	102.80638875	107.4668875	114.593608125	105.95753125	157.61219375	106.824434375	106.93114625	123.59584375	121.66337125	114.755384375	114.21803125	133.29675	145.39879375	117.95385375	111.9493375	120.40136625
"ILMN_2757232"	321.67085	255.4534625	259.42550625	363.284225	232.20605625	271.79109375	246.3669	314.9708375	428.38743125	314.5734875	273.2488625	200.1890875	287.1888875	291.68979375	335.20279375	340.85738125
"ILMN_1254953"	462.26758125	627.34338125	447.68239375	426.13781875	478.04355	451.2888375	580.90806875	419.42740625	447.21463125	494.461675	574.73696875	379.94990625	486.04989375	613.03275	473.54161875	420.2250875
"ILMN_1223330"	372.82493125	495.48429375	394.35784375	364.7329125	440.4799375	429.70605625	556.671325	375.0392	405.55344375	444.228375	445.96159375	435.0936125	427.27374375	497.33415625	408.38614375	404.1772625
"ILMN_2756379"	175.81434375	156.73405625	152.49919375	137.87319375	140.53864375	209.11500625	138.4033875	150.8209875	113.369824375	145.29385625	140.53864375	200.56753125	163.47545	126.21285	132.15846875	195.0619375
"ILMN_2854157"	127.95043125	127.073225	110.3359825	98.767628125	108.19444375	168.40875625	111.0518025	109.751948125	108.623144375	112.20645125	124.7353875	137.48125	179.18690625	96.35991375	101.54080375	127.74073125
"ILMN_2676056"	151.7689375	165.72133125	167.7780125	157.26195625	113.7471975	156.24549375	156.24549375	179.18690625	200.69875625	162.2762625	176.90374375	184.74385	147.652575	193.2644875	167.7780125	140.43761875
"ILMN_2925196"	584.41195	563.2545375	608.093875	522.0960875	585.5234625	576.9724625	547.94208125	552.70248125	515.81448125	588.19000625	464.7328625	595.30204375	565.9701	515.81448125	513.767075	607.31725
"ILMN_2684075"	118.036201875	141.81609375	123.59584375	131.26336875	119.441101875	124.7353875	151.3138125	122.7431125	150.37110625	145.16591875	156.419675	127.073225	133.747825	170.34245625	157.85396875	127.65724375
"ILMN_1237241"	272.65581875	270.3889125	302.8226125	208.96401875	324.6985	268.4554125	266.81874375	265.66158125	278.920525	326.2479375	235.1268	292.523625	295.02664375	240.74000625	202.4345375	282.44331875
"ILMN_2914271"	1606.1010625	1788.49725	1712.9796875	1586.1915	1775.1008125	1752.2866875	1569.15675	1743.4195	1702.633625	1876.826625	1660.214375	1752.2866875	1662.9405	1674.5379375	1718.3888125	1876.826625
"ILMN_2744356"	521.22874375	460.23505	487.7655125	407.921325	571.902025	508.08930625	468.2711	425.568775	409.58745625	521.22874375	490.34479375	464.7328625	497.95498125	495.48429375	424.72686875	490.34479375
"ILMN_2597827"	114.09009	97.495634375	134.89888125	117.501056875	110.3359825	118.777301875	86.562875	102.974495	101.102720625	104.74294875	110.156050625	131.4411375	126.65243125	101.190835625	105.55965875	115.46431875
"ILMN_2740159"	150.8209875	141.217025	183.97743125	158.4774	180.77294375	153.8966625	166.07181875	236.45716875	233.8516125	155.89431875	161.8096	185.29855625	155.9893625	171.3909	183.4160875	244.6799375
"ILMN_2649846"	303.06303125	344.2765125	360.18498125	322.0296125	247.56793125	354.72424375	312.7602	448.44150625	366.8555625	346.44023125	329.34705625	327.88030625	319.967375	407.921325	410.83665	398.71056875
"ILMN_2744280"	1710.0408125	1667.1086875	1479.4730625	1656.9044375	1794.4246875	1522.2485625	1428.524	1662.9405	1759.0605	1692.298875	1567.026875	1594.2024375	1569.15675	1594.2024375	1660.214375	1483.54425
"ILMN_2724191"	5010.6171875	4986.7503125	4660.884	5349.3264375	5349.3264375	5179.0949375	5208.2486875	5310.5491875	5266.1386875	5310.5491875	5838.7989375	5603.8941875	5432.1208125	5511.9364375	5266.1386875	4986.7503125
"ILMN_3160792"	9175.445125	9029.38475	8548.0080625	6764.837125	9673.0278125	9175.445125	9420.62425	6799.5575	6799.5575	8847.706625	7507.8775625	9126.596	9175.445125	7726.9431875	6466.3218125	8847.706625
"ILMN_1214810"	2011.2341875	2007.2110625	1929.466625	2031.236625	2255.1854375	1655.3744375	1967.6745	1907.0588125	2105.761875	2234.3534375	2224.8838125	1825.944125	2119.2700625	2202.8358125	2057.710125	2166.2265
"ILMN_1252195"	330.808375	329.34705625	297.28149375	398.71056875	240.5617625	303.06303125	360.73080625	362.5706625	377.12295625	347.93013125	410.83665	302.349125	390.08191875	417.18845625	408.96751875	320.148296875
"ILMN_2677712"	1049.3454625	1010.49423125	1251.42295	958.69609375	1749.6379375	1138.998875	1199.44966875	912.4321125	927.3898375	1243.66574375	875.69781875	1084.00139375	1116.99195625	916.6208875	955.7568875	1314.895575
"ILMN_2763103"	853.388	769.31840625	707.5388	902.18765625	770.86421875	707.5388	852.04090625	872.95540625	767.94165	842.2797125	936.8659625	835.47774375	879.30458125	882.18558125	861.38474375	889.52394375
"ILMN_2908546"	497.95498125	494.461675	488.4622375	483.78041875	556.671325	496.31449375	514.38961875	491.07211875	488.4622375	483.78041875	541.17865	579.673675	460.23505	461.68015625	481.1763125	517.55479375
"ILMN_2700126"	176.73908125	179.33101875	202.13511875	212.7093	199.985175	195.57435625	163.950325	214.87058125	223.98566875	196.21144375	259.10086875	172.71671875	160.51105	262.8041375	258.01679375	142.13395625
"ILMN_2908547"	146.19573125	100.8805825	133.96085625	135.283975	139.1651375	148.53309375	153.8966625	113.7471975	128.0214625	133.86773125	145.88445	109.848235	147.8332625	125.3855125	132.6169625	134.89888125
"ILMN_2648618"	190.5250625	159.03290625	181.9437375	157.4278125	174.6232625	184.6136125	176.2277625	177.922875	181.81199375	154.53503125	185.99401875	122.66405625	178.953525	186.96800625	173.36885	187.666425
"ILMN_2955806"	161.41156875	159.40914375	150.8209875	168.6341	188.35061875	176.3861875	153.43323125	152.60274375	163.47545	166.65600625	151.51890625	145.761225	161.41156875	180.16739375	176.2277625	179.33101875
"ILMN_2619491"	257.7532375	263.16635625	240.01421875	251.28089375	271.464275	243.5153	288.99533125	255.85755625	321.374625	250.11290625	272.65581875	242.98343125	269.7045375	315.46180625	303.483375	296.226525
"ILMN_2622354"	290.51439375	251.70985625	305.47679375	285.15369375	281.146125	291.433125	278.54705625	309.7184	296.226525	309.12840625	302.349125	270.3889125	323.31540625	276.1121875	266.33793125	259.712775
"ILMN_2631745"	2513.31325	2633.7453125	2620.036875	2255.1854375	2641.2374375	2657.6830625	2746.322625	2362.171375	2173.1679375	2310.01975	2331.606375	2439.68675	2409.938125	2259.2845625	2469.6346875	2234.3534375
"ILMN_1226330"	203.7036375	239.21446875	213.9903875	234.60474375	221.3074625	197.4835875	224.4901	223.24974375	208.7850375	198.2510125	200.1890875	209.84545	223.98566875	219.02440625	207.8115125	259.99785
"ILMN_2947031"	421.97100625	428.38743125	434.19785	414.57105	416.80261875	456.1551125	412.90525625	364.7329125	388.32369375	364.7329125	406.37385625	447.68239375	444.228375	362.5706625	335.6156625	388.32369375
"ILMN_2786160"	1382.702325	1191.13270625	1408.44643125	1237.6670125	1515.313875	1467.761125	1237.6670125	1287.05383125	1472.9005	1422.125375	1346.2142	1541.3610625	1579.5619375	1364.5571875	1357.10996875	1655.3744375
"ILMN_1223713"	122.7431125	119.48989875	128.4515375	118.036201875	125.8138	132.15846875	147.652575	119.0158425	115.10685625	136.2780625	119.63838875	151.87925625	149.37121875	115.46431875	141.4040875	141.60225625
"ILMN_2786164"	615.13665625	613.95905625	582.71525	636.37033125	603.45503125	578.90990625	652.8076625	627.34338125	553.2030125	668.77444375	651.891225	644.6966625	704.218775	679.33685625	687.98139375	722.7396
"ILMN_2724483"	203.53366875	184.6136125	200.8762	195.57435625	203.87181875	191.38894375	179.78310625	207.070475	184.74385	247.89775	226.33205	205.2870625	212.7093	208.5434125	209.34676875	216.21751875
"ILMN_1227940"	127.65724375	177.786475	128.10186875	147.41726875	134.1805125	156.6076	107.2045975	160.64474375	132.75633125	105.4081325	128.9028625	138.7328625	134.48510625	121.979066875	149.65268125	108.623144375
"ILMN_3133817"	178.7428125	190.33600625	225.30408125	219.72244375	205.445	220.7673	188.71925625	218.28855	209.34676875	199.49650625	178.953525	179.33101875	237.06363125	189.1305	185.1210875	186.8385125
"ILMN_2715558"	1682.1164375	1670.214625	1638.7200625	1649.251375	1569.15675	1692.298875	1818.694625	1834.548	1977.7008125	1799.6424375	1560.761875	1840.8434375	1586.1915	1598.1508125	1743.4195	1972.582
