"CDR017-DIL"	"CDR025"	"CDR021"	"CDR029-DIL"	"CDR022"	"CDR018"	"CDR026-DIL"	"CDR030-DIL"	"CDR031-DIL"	"CDR023"	"CDR027-DIL"	"CDR019"	"CDR020"	"CDR028-DIL"	"CDR032-DIL"	"CDR024"
"ILMN_2656871"	232.20605625	210.0105125	261.992325	262.8041375	282.05160625	260.77003125	259.99785	278.920525	291.433125	319.967375	256.12818125	247.56793125	302.349125	241.6497	277.1950625	304.0222125
"ILMN_2883952"	173.5161375	177.3205375	179.33101875	161.41156875	166.55055	186.96800625	149.85671875	195.0619375	184.41938125	178.7428125	204.0442375	224.4901	193.64621875	135.4736125	162.2762625	180.51763125
"ILMN_2745614"	14639.404375	10069.3536875	16217.518125	17954.566875	12753.743875	15117.95875	10765.566375	15936.1675	17044.609375	11542.181125	10381.7305625	11339.6023125	10069.3536875	11339.6023125	17044.609375	12435.84
"ILMN_1233160"	1235.48928125	1327.62036875	1283.01740625	1278.73228125	1422.125375	1310.47486875	1231.9370125	1245.9268375	1178.06565	1271.32739375	1265.327025	1202.76246875	1154.7735125	1085.91533125	1126.4124125	1183.43249375
"ILMN_1242942"	115.2694675	103.537685625	104.830466875	126.3300625	124.47621875	120.882648125	117.785030625	138.06913125	120.7926525	133.40468125	142.20985	109.638690625	109.2781775	92.030391875	135.57924375	131.88230625
"ILMN_2766315"	4009.490375	3948.7111875	3917.42275	4263.7541875	4403.614	4351.897875	3749.341625	4089.44975	3688.003875	4236.6	3852.391	3523.8733125	3814.110625	3725.17475	4026.5495625	3902.69575
"ILMN_2699294"	3890.9494375	3658.6510625	3558.081875	3832.903375	3486.6504375	4247.6826875	3513.9283125	3416.61325	3948.7111875	3523.8733125	3538.4080625	4169.9660625	3937.3581875	3658.6510625	3761.2193125	4009.490375
"ILMN_2896944"	4247.6826875	4445.070125	4107.2114375	4430.0370625	4660.884	4708.9626875	4507.455375	4218.05075	4281.1286875	3937.3581875	3874.252375	4305.6294375	4403.614	4403.614	4158.0104375	4379.1074375
"ILMN_2639402"	451.87211875	475.17880625	419.42740625	458.2919125	490.34479375	432.7302625	467.1607875	451.2888375	432.7302625	445.36558125	421.97100625	399.9620875	411.14406875	524.3188875	480.36246875	415.83955625
"ILMN_2981896"	1168.38758125	1172.46564375	1348.9208375	1321.35028125	1397.06798125	1178.06565	1207.328275	1189.44799375	1271.32739375	1327.62036875	1170.59585625	1135.11054375	1079.6510625	1049.3454625	1222.9821	1210.36091875
"ILMN_2875089"	12435.84	12435.84	11891.49075	16217.518125	12961.611375	13172.297875	12753.743875	14392.26875	17329.62125	12601.4119375	16589.97125	11733.567375	13965.5400625	17044.609375	16217.518125	12022.1184375
"ILMN_2701207"	422.79503125	397.3154375	416.80261875	390.5186875	336.03175625	436.54803125	372.3487625	449.20795	439.27714375	398.71056875	427.27374375	400.88299375	444.7976625	418.747925	388.7899	333.38666875
"ILMN_1221592"	1114.94431875	1055.98661875	1310.47486875	1289.71745	1170.59585625	1183.43249375	1156.8387125	1508.6094375	1126.4124125	991.44575625	983.59676875	1235.48928125	998.31044375	901.21771875	1202.76246875	1231.9370125
"ILMN_2873180"	7943.6365	7541.13875	7860.3515625	7980.7325625	6723.2856875	7943.6365	7479.230875	7726.9431875	8300.5935625	7369.15725	7726.9431875	7479.230875	8047.471875	8150.200625	7980.7325625	7860.3515625
"ILMN_1221983"	6377.3095	5772.2266875	6859.5449375	6927.059125	5875.1608125	7071.3248125	5838.7989375	7039.666875	7798.0423125	5838.7989375	6591.0685	7071.3248125	5954.9835625	6685.6085625	6428.544875	6466.3218125
"ILMN_3120652"	4169.9660625	4523.228	4068.588375	3738.920875	3992.3678125	3749.341625	4281.1286875	3852.391	3874.252375	4068.588375	3796.905625	3992.3678125	4089.44975	3641.6975	3612.062	4218.05075
"ILMN_1222682"	431.14796875	497.95498125	435.80354375	393.53711875	428.38743125	392.53830625	491.07211875	459.12235	444.7976625	438.60104375	492.403675	477.2194	457.3322875	470.640325	430.2709875	393.53711875
"ILMN_3045152"	139.335075	150.8209875	136.3514	125.3855125	154.25715625	138.27471875	118.565539375	123.419725	119.820021875	152.35095	120.312873125	139.96889375	106.718800625	127.4777875	122.81610625	130.47956875
"ILMN_2756074"	364.3113375	288.99533125	363.284225	386.5043625	421.2821375	375.0392	325.7995625	385.809775	358.75925625	352.63408125	313.6639875	371.23356875	334.29151875	292.0677	344.74945	326.664175
"ILMN_1239860"	2593.8493125	2173.1679375	2593.8493125	2808.7315625	2446.180375	2319.68575	2346.651625	2808.7315625	3022.225125	2007.2110625	2697.970125	2563.022875	2310.01975	2814.803375	2979.4065	2768.0050625
"ILMN_2684667"	4973.2094375	5156.838125	4430.0370625	5432.1208125	4986.7503125	5033.8555	4807.5564375	5266.1386875	4879.8963125	4364.1930625	5511.9364375	4823.556375	5266.1386875	5603.8941875	4823.556375	4403.614
"ILMN_1221820"	107.0977375	102.2456525	126.048375	99.86248375	145.48405	119.751296875	124.3063625	132.0691125	127.19753125	144.2734875	131.4411375	119.751296875	131.4411375	112.52499375	121.906201875	119.9140375
"ILMN_2724415"	1321.35028125	1403.350275	1518.4934375	1601.1688125	1522.2485625	1470.4425625	1330.8783	1567.026875	1440.297625	1547.57	1369.23980625	1575.5840625	1426.4050625	1369.23980625	1455.159625	1327.62036875
"ILMN_2640140"	460.78855625	426.70765	404.1772625	485.22894375	591.04258125	478.04355	430.71465	516.2531	456.8246	491.07211875	511.37675625	470.640325	539.6588	505.03666875	564.52480625	468.97165
"ILMN_2446990"	258.2902125	253.82809375	243.19339375	259.42550625	184.16316875	268.93265	259.10086875	278.54705625	271.79109375	213.214425	332.81544375	300.04139375	212.0886125	318.90009375	248.77758125	224.4901
"ILMN_2757861"	712.16630625	727.81856875	705.98616875	765.3012375	583.35471875	640.4643375	761.4475375	788.9523625	752.51255625	715.899675	805.34804375	758.9241125	666.07275	675.5408125	793.70504375	620.91896875
"ILMN_2695599"	408.38614375	479.8137125	364.7329125	378.055575	425.568775	412.3047375	443.24934375	348.39780625	371.23356875	386.5043625	428.38743125	390.08191875	424.72686875	405.55344375	395.40934375	471.3431875
"ILMN_2706652"	240.5617625	215.65326875	229.14716875	212.92013125	242.98343125	229.4819375	216.43915625	239.21446875	218.7987625	206.07911875	237.4585875	208.5434125	201.84556875	174.34795	227.935725	243.81895
"ILMN_2602204"	1452.8455	1344.11956875	1467.761125	1797.0263125	1143.343875	1357.10996875	1285.26755625	1594.2024375	1541.3610625	1357.10996875	1696.7961875	1281.13715625	1455.159625	1567.026875	1405.81893125	1195.67565
"ILMN_2757838"	527.97433125	546.9559125	563.2545375	494.461675	546.0745625	513.767075	540.51569375	445.36558125	498.9142875	548.52860625	590.05653125	555.8922625	508.08930625	490.34479375	526.9879125	448.44150625
"ILMN_3163481"	409.58745625	389.2009	412.90525625	381.99676875	437.247825	378.055575	397.6639875	369.03061875	352.2032125	406.37385625	394.8399375	398.07675625	335.20279375	391.82051875	381.0655875	388.7899
"ILMN_3011730"	119.0158425	95.0343675	119.63838875	141.65965625	110.50149375	95.156365625	92.258136875	141.60225625	134.4111125	97.07607125	127.4777875	113.7471975	110.3359825	105.296793125	126.21285	92.258136875
"ILMN_2720180"	3157.8791875	3226.965	2952.272375	2685.290625	2912.180875	2838.851625	3306.58425	2556.7989375	2489.4524375	3469.855625	2768.0050625	3136.9086875	2876.7545	2918.745375	2535.7879375	3157.8791875
"ILMN_1229082"	6511.084625	6723.2856875	6058.9016875	6248.408625	6290.24225	6685.6085625	6210.4018125	6962.8776875	6591.0685	6625.522875	5807.3333125	6893.8591875	6511.084625	6001.081	5511.9364375	6158.776375
"ILMN_2959372"	164.420575	147.95994375	140.62593125	173.757825	167.3223	167.144325	152.7725125	175.5692	188.136525	148.85370625	201.05835625	139.74475	146.337125	166.07181875	170.59660625	184.6136125
"ILMN_1250709"	6158.776375	6428.544875	5603.8941875	6511.084625	6333.1640625	6077.354	6428.544875	6117.9055	6001.081	5909.277875	6511.084625	6058.9016875	7200.2993125	6290.24225	6158.776375	6428.544875
"ILMN_2717569"	905.71059375	891.9621375	1084.00139375	899.8158	1197.66168125	940.56146875	831.24433125	915.080925	949.26629375	1087.3466875	893.52561875	864.6376	876.73246875	868.26401875	863.02495	1042.00929375
"ILMN_2957904"	976.43411875	958.69609375	1141.74559375	1241.1790375	1135.11054375	1085.91533125	1087.3466875	1099.7499	1110.04635625	1040.3809625	1014.6866125	1091.7272125	1010.49423125	1035.1083875	1112.35626875	1172.46564375
"ILMN_2957898"	397.3154375	347.93013125	404.8501	385.809775	451.87211875	366.36539375	331.742525	312.7602	336.565875	332.81544375	369.49314375	349.45023125	345.1946	359.42853125	367.63785625	379.2877125
"ILMN_2856187"	186.52754375	194.500175	180.77294375	186.8385125	152.49919375	166.07181875	141.81609375	180.31404375	214.4501625	163.47545	176.03235625	178.395625	194.6496125	189.54376875	198.0223	200.3612125
"ILMN_3155342"	132.92771875	134.89888125	129.4002375	147.01914375	117.0603175	133.495475	98.90738875	109.848235	138.27471875	148.53309375	106.857693125	126.73568125	146.84636875	117.785030625	156.11439375	157.61219375
"ILMN_2680665"	3416.61325	3388.5791875	2884.703625	3575.4696875	2808.7315625	3612.062	3270.1041875	3357.9559375	3627.76525	2972.661125	3676.100625	3469.855625	3627.76525	3676.100625	3538.4080625	2997.8144375
"ILMN_1257551"	225.05390625	264.726425	320.71545	350.04360625	305.47679375	317.23864375	243.81895	359.42853125	330.808375	311.85809375	264.91688125	332.3091625	280.78843125	243.81895	384.5962625	290.00418125
"ILMN_2645662"	1601.1688125	1149.43653125	1722.9694375	2126.100375	2190.5333125	1594.2024375	1135.11054375	1945.120625	1911.486125	2062.787125	1340.98901875	1749.6379375	1413.26638125	1338.7863	2418.3295	2173.1679375
"ILMN_2620131"	203.35528125	166.79903125	181.81199375	136.72255	165.72133125	136.433125	166.65600625	155.73429375	138.4033875	151.7689375	143.3203125	168.6341	151.7689375	162.56773125	153.03776875	173.5161375
"ILMN_2637624"	456.8246	411.14406875	534.0548125	464.00155	417.18845625	517.55479375	427.64664375	520.20643125	456.1551125	440.4799375	506.55626875	473.54161875	442.4851375	465.43049375	428.95229375	481.1763125
"ILMN_2805697"	1103.4479	996.23235625	1072.09820625	1074.1825625	928.80734375	1014.6866125	1030.10514375	1089.68374375	943.31915	912.4321125	1114.94431875	1231.9370125	993.4776625	1084.00139375	951.3225875	1068.8899
"ILMN_2650275"	658.75748125	581.90118125	632.8636	635.1811875	545.32123125	563.2545375	577.87453125	613.95905625	696.56115	677.40323125	687.98139375	770.86421875	682.994525	783.53573125	682.994525	691.93594375
"ILMN_1224014"	1107.67528125	1141.74559375	1135.11054375	1152.5140625	1072.09820625	869.54311875	1186.45541875	1014.6866125	1553.8566875	1551.11575	1285.26755625	889.52394375	1159.489775	1452.8455	1401.06855	1411.4146
"ILMN_2720930"	334.29151875	317.23864375	373.83311875	324.6985	375.0392	364.3113375	378.055575	358.75925625	313.912925	341.75748125	363.70033125	314.9708375	338.97425625	338.11564375	323.7177875	335.20279375
"ILMN_2702193"	276.7179375	245.44033125	288.69434375	267.13753125	268.086125	256.83043125	227.7343625	270.64926875	310.58943125	268.4554125	287.631325	255.85755625	236.2630125	202.13511875	284.51064375	318.90009375
"ILMN_2679695"	482.94526875	486.04989375	417.18845625	390.08191875	509.63761875	473.54161875	417.18845625	417.18845625	366.36539375	460.23505	424.72686875	397.3154375	445.36558125	408.38614375	411.7634625	443.24934375
"ILMN_1236049"	1746.5230625	1646.2829375	1485.7453125	1485.7453125	1652.57875	1660.214375	1567.026875	1524.771125	1627.8435625	1622.054	1611.9604375	1685.458625	1764.57425	1662.9405	1536.2146875	1636.542625
"ILMN_2656071"	485.22894375	500.0371625	481.95138125	578.90990625	510.3951625	454.8536125	468.97165	524.3188875	548.52860625	511.37675625	571.902025	471.853	552.70248125	478.04355	501.98858125	548.52860625
"ILMN_1237750"	2302.7791875	2573.4615625	2091.78225	2545.5605	3022.225125	2433.1056875	2997.8144375	2513.31325	2641.2374375	2392.535375	2685.290625	2506.3018125	3010.3569375	2808.7315625	2581.1375	2331.606375
"ILMN_1217225"	561.45229375	516.2531	674.1961875	466.0927	625.61735625	579.673675	510.3951625	490.34479375	481.1763125	620.91896875	479.1273375	531.27466875	467.1607875	396.19555625	412.3047375	602.364075
"ILMN_1235281"	2461.7744375	2289.2633125	2476.0315625	2777.01275	2247.425625	2424.1591875	2139.582875	2526.8005	3033.5199375	2497.0566875	2665.720625	2526.8005	2346.651625	2665.720625	2674.5666875	2198.099125
"ILMN_2643057"	202.7597125	188.71925625	201.61073125	191.38894375	249.35498125	207.38165625	215.65326875	215.89776875	203.53366875	238.193125	199.73144375	195.57435625	219.02440625	219.72244375	239.76948125	246.82248125
"ILMN_1232976"	1586.1915	1784.87	1788.49725	1794.4246875	1876.826625	1847.5744375	1670.214625	1829.01725	1834.548	1915.526625	1440.297625	1936.8555625	1784.87	1733.1609375	1891.157125	1895.6924375
"ILMN_2729743"	210.41654375	198.77406875	207.38165625	232.20605625	229.14716875	189.54376875	236.796525	227.41956875	235.4533375	234.09353125	225.30408125	205.100125	195.197125	214.70516875	233.8516125	247.1646875
"ILMN_1214402"	1470.4425625	1655.3744375	1354.34208125	1618.8371875	1300.52404375	1755.344625	1852.93025	1780.0900625	1870.0569375	1445.528	1677.8181875	2084.294625	1825.944125	1722.9694375	1652.57875	1492.257625
"ILMN_1238246"	598.88335625	575.726775	635.1811875	534.0548125	590.05653125	608.093875	561.45229375	651.891225	603.45503125	577.87453125	644.6966625	635.1811875	667.4936	582.71525	635.1811875	619.8589375
"ILMN_2927924"	402.89021875	438.60104375	509.63761875	419.42740625	444.228375	506.55626875	396.19555625	456.1551125	443.24934375	365.3517	411.14406875	560.39495	451.87211875	399.9620875	426.13781875	392.53830625
"ILMN_2759088"	151.3138125	131.07861875	140.758425	164.22484375	137.7085625	160.96233125	129.4002375	137.57098125	141.33224375	138.7328625	127.74073125	155.40856875	173.757825	133.10364375	139.88649375	129.4002375
"ILMN_2764865"	3781.0464375	3469.855625	3368.0494375	3357.9559375	3641.6975	3725.17475	3796.905625	3169.1403125	2788.859125	3343.441125	3368.0494375	3097.4584375	3375.6960625	3388.5791875	3053.95425	3117.95425
"ILMN_2706014"	199.078225	220.013025	214.70516875	220.5396375	223.98566875	214.87058125	294.6525125	321.10474375	256.39871875	231.864125	203.87181875	193.043575	180.77294375	192.278725	194.84985625	260.77003125
"ILMN_2968032"	602.364075	684.94580625	573.3738625	604.86969375	566.9478125	516.2531	811.5633125	628.72353125	660.9562125	613.03275	848.62478125	651.891225	660.9562125	702.784375	620.91896875	586.2167
"ILMN_1260020"	384.07974375	352.63408125	304.53516875	425.568775	289.51720625	336.565875	332.81544375	433.3673375	394.35784375	358.12875	433.3673375	367.63785625	355.6965	390.5186875	412.90525625	357.60513125
"ILMN_2597660"	193.2644875	176.3861875	183.2611375	197.9066	172.36616875	178.23885625	182.34723125	191.38894375	215.89776875	184.74385	173.36885	204.2428625	204.0442375	169.3054875	223.98566875	166.39635
"ILMN_3128270"	116.528839375	138.20509375	105.712236875	113.618420625	99.02683625	99.938884375	123.916625	95.465949375	112.69401375	109.913100625	129.8673875	114.4196525	133.67243125	118.036201875	89.23919375	105.65601875
"ILMN_1226228"	1261.6343125	1369.23980625	1147.48524375	1217.45435625	1089.68374375	1062.77579375	1344.11956875	1098.0628125	1168.38758125	1120.43725	1276.95708125	1219.9291875	1255.65941875	1522.2485625	1152.5140625	1062.77579375
"ILMN_1219459"	296.62184375	336.03175625	258.5847125	255.85755625	263.842925	286.20885625	290.51439375	269.270475	247.1646875	286.827325	360.18498125	314.1618625	297.28149375	337.05235	249.7243	250.11290625
"ILMN_2625035"	165.3524875	181.50995	198.2510125	166.07181875	183.76841875	169.72580625	176.3861875	165.3524875	204.430875	190.13030625	155.55105625	170.97615	185.99401875	189.3455875	189.8980875	165.9051
"ILMN_1260046"	1202.76246875	1300.52404375	1291.7907625	1318.56764375	1237.6670125	1351.6376	1271.32739375	1310.47486875	1324.82459375	1245.9268375	1249.08265625	1189.44799375	1271.32739375	1186.45541875	1175.58714375	1294.01460625
"ILMN_2662283"	856.60740625	649.38925625	719.327125	754.67213125	832.51063125	816.41575	727.81856875	780.13395	821.23484375	880.51689375	757.63383125	781.69595	884.5969875	854.99735625	846.94178125	750.7542125
"ILMN_1227103"	370.0059125	322.0296125	321.10474375	325.7995625	336.565875	306.5607625	333.38666875	322.95923125	337.05235	319.46595	351.802	326.2479375	331.23381875	326.664175	346.44023125	330.29816875
"ILMN_2702016"	180.832609375	186.1810125	197.9066	211.32431875	185.65298125	185.1210875	199.985175	195.57435625	236.45716875	157.1186375	213.7292	210.89266875	185.79605625	193.043575	209.84545	180.892275
"ILMN_1223176"	423.7890375	452.6686625	431.70553125	515.81448125	495.48429375	444.228375	396.83708125	437.247825	376.416275	397.6639875	440.4799375	344.74945	379.94990625	384.5962625	454.06344375	409.58745625
"ILMN_2610798"	1025.38715	1112.35626875	1007.92801875	1107.67528125	1006.582575	735.2436125	989.583825	993.4776625	1053.60926875	960.04960625	1003.6911625	993.4776625	886.03111875	915.080925	1042.00929375	1154.7735125
"ILMN_2776764"	1213.42171875	1360.29693125	1091.7272125	1324.82459375	1204.60871875	907.256775	1485.7453125	1156.8387125	1261.6343125	1313.45749375	1452.8455	1149.43653125	1313.45749375	1371.79743125	1367.22803125	1458.951875
"ILMN_2748300"	196.21144375	191.773575	270.3889125	252.41470625	182.08051875	252.41470625	170.08375625	232.20605625	186.52754375	211.59015625	152.35095	206.3916875	233.07575625	178.23885625	229.79181875	199.985175
"ILMN_2652425"	149.091075	166.65600625	165.72133125	158.1595375	172.16496875	164.22484375	167.4655125	144.66973125	165.1109125	146.19573125	179.78310625	149.091075	152.35095	149.55910625	148.979125	180.31404375
"ILMN_2670427"	4218.05075	4660.884	4054.2248125	4507.455375	4683.3188125	4204.1001875	5097.3593125	4457.1559375	4263.7541875	4126.3891875	4364.1930625	3832.903375	4218.05075	4953.7386875	4445.070125	3781.0464375
"ILMN_1228094"	215.65326875	185.1210875	139.335075	181.50995	175.38233125	199.985175	167.3223	182.470475	193.043575	180.77294375	199.078225	172.01880625	231.2587625	194.84985625	230.55338125	171.546275
"ILMN_1258638"	172.71671875	138.539325	168.9639625	214.87058125	179.535125	162.05531875	144.5738125	195.7639125	198.521375	160.36623125	159.8800125	178.23885625	155.25068125	167.3223	203.03711875	176.03235625
"ILMN_1252689"	1149.43653125	995.0393375	1193.99459375	1327.62036875	936.8659625	1084.00139375	1006.582575	1152.5140625	1215.14716875	1076.3518625	1141.74559375	1107.67528125	1023.99141875	1268.02655	1278.73228125	1055.98661875
"ILMN_2914347"	117.95385375	135.18933125	149.23314375	162.56773125	146.66913125	154.53503125	118.22448625	143.487075	154.98025625	136.03915625	108.693495625	144.40739375	133.86773125	166.65600625	173.5161375	129.316175
"ILMN_1239677"	43942.53375	43942.53375	43942.53375	43942.53375	39382.785	43942.53375	39382.785	43942.53375	43942.53375	43942.53375	43942.53375	43942.53375	43942.53375	43942.53375	43942.53375	43942.53375
"ILMN_2756628"	4864.437875	4321.2529375	4807.5564375	5179.0949375	5283.5250625	4973.2094375	4158.0104375	4986.7503125	5179.0949375	5065.319625	4553.349	4744.4376875	4523.228	4472.218125	4744.4376875	5310.5491875
"ILMN_1255823"	17583.018125	17954.566875	17583.018125	17044.609375	18214.775	19059.6	18214.775	18214.775	17583.018125	19059.6	17583.018125	18214.775	18760.23	18584.881875	17583.018125	18584.881875
"ILMN_2838372"	798.8415625	877.92143125	599.761	596.12970625	795.77954375	695.53653125	978.18965625	553.2030125	682.994525	674.1961875	905.71059375	747.50439375	803.67116875	837.33126875	680.34566875	672.850275
"ILMN_1215233"	730.3635	763.20979375	752.51255625	722.7396	831.24433125	850.88728125	819.45544375	802.1467375	783.53573125	825.71355625	756.09396875	769.31840625	866.75105	721.739725	758.9241125	893.52561875
"ILMN_1235179"	557.66410625	539.6588	715.899675	709.83329375	597.8765375	558.66334375	550.3105375	609.15739375	699.4288	543.3096125	537.29075625	583.35471875	575.726775	602.364075	753.616675	595.30204375
"ILMN_2602257"	1057.93018125	1070.6493875	1131.15279375	1068.8899	871.08569375	1028.589375	971.06836875	840.94978125	935.4101625	993.4776625	1016.3591125	953.7593875	955.7568875	895.183675	903.69043125	1047.2555875
"ILMN_2630884"	209.34676875	216.21751875	231.864125	219.489875	215.89776875	210.41654375	202.13511875	251.28089375	228.20060625	219.262125	190.72886875	226.8536625	207.8115125	235.4533375	209.11500625	202.7597125
"ILMN_2814385"	113.25763875	96.886755625	123.252375	132.0691125	105.85116625	91.3312175	93.912435625	117.419678125	133.01849375	122.57942625	83.179935	80.49264125	91.877046875	85.705901875	120.016961875	122.201485625
"ILMN_1241035"	2814.803375	2563.022875	2362.171375	2119.2700625	3061.8775625	2620.036875	2633.7453125	2224.8838125	2179.9375625	2838.851625	2091.78225	2476.0315625	2607.5470625	2139.582875	2325.9018125	2586.7810625
"ILMN_2667101"	11339.6023125	11435.2999375	11542.181125	12753.743875	14392.26875	12961.611375	11009.9565	11435.2999375	12255.4739375	12961.611375	12136.5934375	12601.4119375	12255.4739375	11435.2999375	12255.4739375	12601.4119375
"ILMN_2668778"	121.193045	130.618125	125.4714	115.3305275	139.66160625	140.9277875	119.36188375	117.156748125	110.772369375	129.74069375	119.6936	121.127618125	128.0214625	126.3300625	129.66274375	132.0691125
"ILMN_2624385"	797.94845625	812.943	1016.3591125	887.8875125	1313.45749375	812.943	822.8856875	829.13074375	845.3110625	972.88915625	868.26401875	697.83648125	812.943	938.45773125	876.73246875	781.69595
"ILMN_1250771"	1652.57875	1660.214375	1670.214625	1718.3888125	1511.49525	1627.8435625	1598.1508125	1577.6735	1685.458625	1479.4730625	1636.542625	1616.6285625	1551.11575	1775.1008125	1812.4966875	1788.49725
"ILMN_2592656"	3641.6975	3749.341625	3486.6504375	3188.1453125	3294.2288125	3442.0161875	4026.5495625	3368.0494375	3457.957875	3350.0475625	3575.4696875	4054.2248125	3428.1263125	3781.0464375	3357.9559375	3320.2390625
"ILMN_3124226"	672.850275	665.10776875	665.10776875	620.91896875	680.34566875	736.55418125	769.31840625	649.38925625	595.30204375	712.16630625	677.40323125	642.9729	809.6915375	684.94580625	652.8076625	662.1849625
"ILMN_1217039"	1677.8181875	1771.0535625	2011.2341875	1638.7200625	1743.4195	1606.1010625	1710.0408125	1638.7200625	1733.1609375	1818.694625	1702.633625	2028.299	1638.7200625	1739.1569375	1685.458625	1847.5744375
"ILMN_2744603"	251.70985625	225.68436875	233.603175	241.6497	225.05390625	253.4402375	233.35624375	246.82248125	228.589075	203.53366875	259.712775	206.07911875	215.65326875	253.4402375	249.017375	194.2811375
"ILMN_2655126"	164.9723375	147.54801875	164.22484375	179.18690625	189.54376875	186.8385125	154.53503125	151.2095	142.43964375	200.69875625	215.30675	160.2164375	178.23885625	192.75574375	185.5211625	160.64474375
"ILMN_2769393"	1907.0588125	1872.962125	1829.01725	1736.0078125	2084.294625	2133.6043125	1829.01725	1876.826625	1840.8434375	2031.236625	1736.0078125	1911.486125	2062.787125	1876.826625	1895.6924375	1901.829125
"ILMN_3105205"	1085.91533125	1281.13715625	1340.98901875	1276.95708125	1099.7499	1156.8387125	1107.67528125	1307.1524375	1049.3454625	1021.6953125	1226.22256875	1265.327025	1007.92801875	1042.00929375	1168.38758125	955.7568875
"ILMN_2751248"	145.61169375	151.399775	147.16050625	155.12285	166.39635	142.13395625	131.36425	153.6196125	160.51105	160.2164375	162.44010625	137.78745625	143.192725	131.16729375	178.395625	155.12285
"ILMN_1226642"	172.36616875	143.86384375	191.55401875	153.15165	200.3612125	155.40856875	155.40856875	164.22484375	160.64474375	159.68008125	146.19573125	191.55401875	134.81919375	134.1805125	132.75633125	166.962625
"ILMN_1247760"	234.60474375	183.2611375	276.1121875	246.82248125	246.82248125	236.042125	213.37485	192.75574375	250.671775	222.3505375	213.214425	180.892275	198.0223	250.96471875	200.3612125	243.19339375
"ILMN_2622891"	237.4585875	199.29734375	248.77758125	207.61158125	251.70985625	251.28089375	225.30408125	183.97743125	264.17246875	279.92881875	187.50133125	226.0252	248.77758125	223.05815	263.46951875	266.33793125
"ILMN_1216854"	2918.745375	2943.34825	2754.4678125	2884.703625	3070.3590625	2777.01275	2854.01125	2898.0708125	2918.745375	3320.2390625	3128.8241875	2854.01125	3022.225125	3178.6443125	3070.3590625	2912.180875
"ILMN_2643326"	153.43323125	149.85671875	151.7689375	185.5211625	175.81434375	150.15854375	168.26489375	224.22981875	194.2811375	169.3054875	160.77870625	156.11439375	162.05531875	181.2290125	231.52921875	182.93705625
"ILMN_1222516"	752.51255625	840.94978125	714.822675	624.3748875	709.83329375	908.87373125	788.10545	713.8766125	766.45550625	846.94178125	816.41575	797.94845625	832.51063125	884.5969875	787.04511875	819.45544375
"ILMN_2672208"	729.06335	733.2854375	602.364075	552.70248125	639.13488125	648.31620625	726.5232875	537.29075625	616.66825	651.891225	722.7396	568.59338125	766.45550625	695.53653125	623.23298125	756.09396875
"ILMN_2781118"	391.82051875	385.809775	425.568775	399.9620875	513.767075	363.70033125	432.7302625	388.32369375	419.42740625	414.57105	365.858425	385.17415	389.2009	351.3019	522.952875	389.2009
"ILMN_2809656"	111.42138375	127.95043125	115.7411025	118.953629375	119.36188375	123.419725	122.399984375	123.00808125	115.3305275	121.66337125	109.50569	114.04221125	124.6612875	142.43964375	113.984973125	101.65021875
"ILMN_1239808"	415.2649625	427.27374375	486.04989375	475.9832625	445.96159375	474.41370625	427.27374375	581.90118125	532.87104375	422.79503125	367.63785625	443.24934375	411.7634625	433.3673375	515.20924375	504.200175
"ILMN_2719702"	128.9028625	209.11500625	120.089904375	133.495475	142.63595625	181.50995	178.0684875	118.953629375	178.0684875	127.19753125	223.75849375	164.420575	136.3514	181.81199375	116.528839375	110.988516875
"ILMN_2660328"	388.7899	398.71056875	410.83665	382.5141125	304.0222125	373.33550625	463.1787875	363.70033125	398.71056875	353.69961875	437.728075	389.2009	355.2402	395.40934375	382.5141125	348.8210375
"ILMN_1226767"	460.23505	599.761	293.25979375	345.1946	296.62184375	317.90885625	506.55626875	358.12875	478.57549375	388.7899	341.75748125	322.95923125	551.37678125	367.63785625	372.82493125	458.2919125
"ILMN_2727847"	112.00672375	104.9048225	87.349834375	101.190835625	97.819019375	99.895920625	120.882648125	116.34778375	92.77665625	105.25211625	138.06913125	99.76100375	111.16054875	130.76800625	117.5803575	106.07530375
"ILMN_1229430"	454.8536125	526.0119625	644.6966625	626.51121875	567.74780625	515.81448125	497.33415625	590.05653125	626.51121875	551.37678125	504.200175	569.84161875	464.00155	535.41675	570.901275	527.97433125
"ILMN_1229211"	1077.78473125	1074.1825625	1287.05383125	1087.3466875	1189.44799375	983.59676875	1116.99195625	1210.36091875	1141.74559375	1025.38715	1043.453	1300.52404375	1068.8899	1207.328275	1105.07545625	1283.01740625
"ILMN_1217822"	907.256775	1007.92801875	827.55881875	863.02495	861.38474375	943.31915	967.52325625	1059.94405	913.892975	893.52561875	901.21771875	945.78110625	940.56146875	1122.60583125	915.080925	1067.2242
"ILMN_2670352"	543.3096125	449.74499375	660.9562125	538.19415625	581.90118125	494.461675	523.3652125	596.12970625	654.55994375	554.9542375	497.33415625	640.4643375	511.8949625	532.1498625	589.02404375	531.27466875
"ILMN_1245518"	130.28859375	106.26182125	127.65724375	110.576255625	127.324075	108.590815625	112.38875	131.76215	133.10364375	124.6612875	134.57726875	108.7976625	136.433125	139.335075	134.09401875	124.8635375
